ID,Street_Address,City,Country,Unit,Type,Parent,Latitude,Longitude
571-2,pl. Kraszewskiego,Warsaw,RP,745,Unit,571,,
572-1,pl. Strumykowa,Warsaw,RP,13,Unit,572,,
572-2,pl. Strumykowa,Warsaw,RP,9,Unit,572,,
573-1,aleja Wilcza,Warsaw,RP,56,Unit,573,,
573-2,aleja Wilcza,Warsaw,RP,72,Unit,573,,
573-3,aleja Wilcza,Warsaw,RP,76,Unit,573,,
574-1,plac Majowa,Warsaw,RP,77,Unit,574,,
575-1,plac Azaliowa,Warsaw,RP,788,Unit,575,,
575-2,plac Azaliowa,Warsaw,RP,797,Unit,575,,
575-3,plac Azaliowa,Warsaw,RP,815,Unit,575,,
575-4,plac Azaliowa,Warsaw,RP,798,Unit,575,,
576-1,al. Zachodnia,Warsaw,RP,32,Unit,576,,
576-2,al. Zachodnia,Warsaw,RP,39,Unit,576,,
576-3,al. Zachodnia,Warsaw,RP,17,Unit,576,,
576-4,al. Zachodnia,Warsaw,RP,1,Unit,576,,
577-1,plac Konopnickiej,Warsaw,RP,565,Unit,577,,
577-2,plac Konopnickiej,Warsaw,RP,562,Unit,577,,
577-3,plac Konopnickiej,Warsaw,RP,552,Unit,577,,
577-4,plac Konopnickiej,Warsaw,RP,587,Unit,577,,
578-1,al. Morcinka,Warsaw,RP,4,Unit,578,,
578-2,al. Morcinka,Warsaw,RP,28,Unit,578,,
578-3,al. Morcinka,Warsaw,RP,17,Unit,578,,
578-4,al. Morcinka,Warsaw,RP,8,Unit,578,,
579-1,pl. Majowa,Warsaw,RP,522,Unit,579,,
579-2,pl. Majowa,Warsaw,RP,520,Unit,579,,
579-3,pl. Majowa,Warsaw,RP,514,Unit,579,,
580-1,ulica Borowa,Warsaw,RP,78,Unit,580,,
581-1,plac Mała,Warsaw,RP,84,Unit,581,,
582-1,plac Lipowa,Warsaw,RP,12,Unit,582,,
582-2,plac Lipowa,Warsaw,RP,19,Unit,582,,
582-3,plac Lipowa,Warsaw,RP,26,Unit,582,,
583-1,ul. Tylna,Warsaw,RP,59,Unit,583,,
584-1,pl. Widok,Warsaw,RP,142,Unit,584,,
584-2,pl. Widok,Warsaw,RP,112,Unit,584,,
585-1,ulica Kościuszki,Warsaw,RP,70,Unit,585,,
585-2,ulica Kościuszki,Warsaw,RP,43,Unit,585,,
585-3,ulica Kościuszki,Warsaw,RP,39,Unit,585,,
585-4,ulica Kościuszki,Warsaw,RP,60,Unit,585,,
586-1,al. Gdańska,Warsaw,RP,15,Unit,586,,
586-2,al. Gdańska,Warsaw,RP,18,Unit,586,,
586-3,al. Gdańska,Warsaw,RP,31,Unit,586,,
587-1,al. Podwale,Warsaw,RP,25,Unit,587,,
587-2,al. Podwale,Warsaw,RP,34,Unit,587,,
588-1,ulica Stefana Batorego,Warsaw,RP,100,Unit,588,,
588-2,ulica Stefana Batorego,Warsaw,RP,76,Unit,588,,
588-3,ulica Stefana Batorego,Warsaw,RP,92,Unit,588,,
589-1,al. Wiśniowa,Warsaw,RP,32,Unit,589,,
590-1,al. Towarowa,Warsaw,RP,666,Unit,590,,
591-1,ulica Dobra,Warsaw,RP,50,Unit,591,,
591-2,ulica Dobra,Warsaw,RP,58,Unit,591,,
591-3,ulica Dobra,Warsaw,RP,71,Unit,591,,
592-1,aleja Strażacka,Warsaw,RP,34,Unit,592,,
592-2,aleja Strażacka,Warsaw,RP,29,Unit,592,,
592-3,aleja Strażacka,Warsaw,RP,14,Unit,592,,
593-1,aleja Klonowa,Warsaw,RP,779,Unit,593,,
594-1,plac Turystyczna,Warsaw,RP,44,Unit,594,,
594-2,plac Turystyczna,Warsaw,RP,42,Unit,594,,
594-3,plac Turystyczna,Warsaw,RP,45,Unit,594,,
594-4,plac Turystyczna,Warsaw,RP,28,Unit,594,,
595-1,ul. Grunwaldzka,Warsaw,RP,65,Unit,595,,
595-2,ul. Grunwaldzka,Warsaw,RP,57,Unit,595,,
595-3,ul. Grunwaldzka,Warsaw,RP,26,Unit,595,,
596-1,ul. Kusocińskiego,Warsaw,RP,75,Unit,596,,
597-1,ul. Łąkowa,Warsaw,RP,62,Unit,597,,
598-1,aleja Podgórna,Warsaw,RP,627,Unit,598,,
598-2,aleja Podgórna,Warsaw,RP,640,Unit,598,,
599-1,al. Kreta,Warsaw,RP,26,Unit,599,,
599-2,al. Kreta,Warsaw,RP,36,Unit,599,,
599-3,al. Kreta,Warsaw,RP,52,Unit,599,,
600-1,ul. Klonowa,Warsaw,RP,17,Unit,600,,
600-2,ul. Klonowa,Warsaw,RP,4,Unit,600,,
600-3,ul. Klonowa,Warsaw,RP,13,Unit,600,,
600-4,ul. Klonowa,Warsaw,RP,1,Unit,600,,
601-1,ulica Harcerska,Warsaw,RP,853,Unit,601,,
601-2,ulica Harcerska,Warsaw,RP,836,Unit,601,,
601-3,ulica Harcerska,Warsaw,RP,856,Unit,601,,
601-4,ulica Harcerska,Warsaw,RP,854,Unit,601,,
602-1,ul. Częstochowska,Warsaw,RP,105,Unit,602,,
602-2,ul. Częstochowska,Warsaw,RP,65,Unit,602,,
602-3,ul. Częstochowska,Warsaw,RP,103,Unit,602,,
603-1,plac Koralowa,Warsaw,RP,82,Unit,603,,
603-2,plac Koralowa,Warsaw,RP,57,Unit,603,,
603-3,plac Koralowa,Warsaw,RP,80,Unit,603,,
603-4,plac Koralowa,Warsaw,RP,52,Unit,603,,
604-1,ulica Tartaczna,Warsaw,RP,788,Unit,604,,
605-1,plac Cmentarna,Warsaw,RP,56,Unit,605,,
606-1,pl. Tartaczna,Warsaw,RP,59,Unit,606,,
606-2,pl. Tartaczna,Warsaw,RP,92,Unit,606,,
607-1,ulica Wieniawskiego,Warsaw,RP,39,Unit,607,,
608-1,ulica Żytnia,Warsaw,RP,24,Unit,608,,
609-1,pl. Dojazdowa,Warsaw,RP,48,Unit,609,,
609-2,pl. Dojazdowa,Warsaw,RP,63,Unit,609,,
609-3,pl. Dojazdowa,Warsaw,RP,50,Unit,609,,
610-1,aleja Staffa,Warsaw,RP,24,Unit,610,,
610-2,aleja Staffa,Warsaw,RP,15,Unit,610,,
610-3,aleja Staffa,Warsaw,RP,20,Unit,610,,
610-4,aleja Staffa,Warsaw,RP,28,Unit,610,,
611-1,pl. Szkolna,Warsaw,RP,147,Unit,611,,
611-2,pl. Szkolna,Warsaw,RP,154,Unit,611,,
612-1,al. Daleka,Warsaw,RP,73,Unit,612,,
612-2,al. Daleka,Warsaw,RP,68,Unit,612,,
612-3,al. Daleka,Warsaw,RP,91,Unit,612,,
613-1,plac Towarowa,Warsaw,RP,5,Unit,613,,
614-1,al. Truskawkowa,Warsaw,RP,306,Unit,614,,
615-1,ulica Torowa,Warsaw,RP,76,Unit,615,,
615-2,ulica Torowa,Warsaw,RP,81,Unit,615,,
615-3,ulica Torowa,Warsaw,RP,49,Unit,615,,
615-4,ulica Torowa,Warsaw,RP,51,Unit,615,,
616-1,ulica Okrężna,Warsaw,RP,53,Unit,616,,
616-2,ulica Okrężna,Warsaw,RP,31,Unit,616,,
616-3,ulica Okrężna,Warsaw,RP,52,Unit,616,,
617-1,pl. Szkolna,Warsaw,RP,51,Unit,617,,
618-1,ulica Brzozowa,Warsaw,RP,408,Unit,618,,
618-2,ulica Brzozowa,Warsaw,RP,404,Unit,618,,
618-3,ulica Brzozowa,Warsaw,RP,411,Unit,618,,
618-4,ulica Brzozowa,Warsaw,RP,399,Unit,618,,
619-1,pl. Pogodna,Warsaw,RP,944,Unit,619,,
619-2,pl. Pogodna,Warsaw,RP,916,Unit,619,,
620-1,ul. Toruńska,Warsaw,RP,30,Unit,620,,
620-2,ul. Toruńska,Warsaw,RP,31,Unit,620,,
621-1,ulica Hallera,Warsaw,RP,14,Unit,621,,
621-2,ulica Hallera,Warsaw,RP,9,Unit,621,,
621-3,ulica Hallera,Warsaw,RP,18,Unit,621,,
622-1,plac Orzechowa,Warsaw,RP,27,Unit,622,,
622-2,plac Orzechowa,Warsaw,RP,50,Unit,622,,
622-3,plac Orzechowa,Warsaw,RP,32,Unit,622,,
623-1,al. Orkana,Warsaw,RP,858,Unit,623,,
623-2,al. Orkana,Warsaw,RP,861,Unit,623,,
623-3,al. Orkana,Warsaw,RP,877,Unit,623,,
624-1,al. Zdrojowa,Warsaw,RP,66,Unit,624,,
624-2,al. Zdrojowa,Warsaw,RP,43,Unit,624,,
624-3,al. Zdrojowa,Warsaw,RP,71,Unit,624,,
624-4,al. Zdrojowa,Warsaw,RP,58,Unit,624,,
625-1,ulica Żytnia,Warsaw,RP,87,Unit,625,,
625-2,ulica Żytnia,Warsaw,RP,86,Unit,625,,
625-3,ulica Żytnia,Warsaw,RP,87,Unit,625,,
626-1,aleja Lelewela,Warsaw,RP,812,Unit,626,,
626-2,aleja Lelewela,Warsaw,RP,814,Unit,626,,
627-1,al. Dojazdowa,Warsaw,RP,784,Unit,627,,
627-2,al. Dojazdowa,Warsaw,RP,806,Unit,627,,
628-1,ul. Jodłowa,Warsaw,RP,24,Unit,628,,
628-2,ul. Jodłowa,Warsaw,RP,9,Unit,628,,
629-1,ulica Bolesława Krzywoustego,Warsaw,RP,64,Unit,629,,
629-2,ulica Bolesława Krzywoustego,Warsaw,RP,44,Unit,629,,
629-3,ulica Bolesława Krzywoustego,Warsaw,RP,41,Unit,629,,
630-1,aleja Floriana,Warsaw,RP,717,Unit,630,,
630-2,aleja Floriana,Warsaw,RP,721,Unit,630,,
630-3,aleja Floriana,Warsaw,RP,738,Unit,630,,
631-1,ulica Lipca,Warsaw,RP,3,Unit,631,,
632-1,ulica Reymonta,Warsaw,RP,44,Unit,632,,
632-2,ulica Reymonta,Warsaw,RP,48,Unit,632,,
633-1,aleja Kaszubska,Warsaw,RP,20,Unit,633,,
634-1,pl. Łabędzia,Warsaw,RP,99,Unit,634,,
634-2,pl. Łabędzia,Warsaw,RP,78,Unit,634,,
634-3,pl. Łabędzia,Warsaw,RP,91,Unit,634,,
634-4,pl. Łabędzia,Warsaw,RP,83,Unit,634,,
635-1,al. Sucharskiego,Warsaw,RP,977,Unit,635,,
635-2,al. Sucharskiego,Warsaw,RP,967,Unit,635,,
636-1,ulica Piłsudskiego,Warsaw,RP,86,Unit,636,,
636-2,ulica Piłsudskiego,Warsaw,RP,54,Unit,636,,
636-3,ulica Piłsudskiego,Warsaw,RP,59,Unit,636,,
636-4,ulica Piłsudskiego,Warsaw,RP,90,Unit,636,,
637-1,al. Plater,Warsaw,RP,83,Unit,637,,
637-2,al. Plater,Warsaw,RP,89,Unit,637,,
638-1,ul. Zachodnia,Warsaw,RP,33,Unit,638,,
639-1,ul. Nowa,Warsaw,RP,22,Unit,639,,
639-2,ul. Nowa,Warsaw,RP,7,Unit,639,,
640-1,pl. Łączna,Warsaw,RP,75,Unit,640,,
640-2,pl. Łączna,Warsaw,RP,95,Unit,640,,
640-3,pl. Łączna,Warsaw,RP,87,Unit,640,,
640-4,pl. Łączna,Warsaw,RP,81,Unit,640,,
641-1,ul. Boczna,Warsaw,RP,22,Unit,641,,
642-1,plac Staszica,Warsaw,RP,695,Unit,642,,
643-1,plac Lubelska,Warsaw,RP,67,Unit,643,,
643-2,plac Lubelska,Warsaw,RP,63,Unit,643,,
643-3,plac Lubelska,Warsaw,RP,72,Unit,643,,
644-1,ul. Letnia,Warsaw,RP,44,Unit,644,,
644-2,ul. Letnia,Warsaw,RP,39,Unit,644,,
645-1,aleja Akacjowa,Warsaw,RP,70,Unit,645,,
645-2,aleja Akacjowa,Warsaw,RP,71,Unit,645,,
645-3,aleja Akacjowa,Warsaw,RP,93,Unit,645,,
646-1,ulica Owocowa,Warsaw,RP,733,Unit,646,,
647-1,al. Morelowa,Warsaw,RP,790,Unit,647,,
647-2,al. Morelowa,Warsaw,RP,761,Unit,647,,
648-1,aleja Orzeszkowej,Warsaw,RP,48,Unit,648,,
649-1,ul. Długosza,Warsaw,RP,46,Unit,649,,
649-2,ul. Długosza,Warsaw,RP,31,Unit,649,,
649-3,ul. Długosza,Warsaw,RP,31,Unit,649,,
650-1,aleja Krakowska,Warsaw,RP,93,Unit,650,,
651-1,al. Polna,Warsaw,RP,4,Unit,651,,
652-1,plac Topolowa,Warsaw,RP,333,Unit,652,,
653-1,ulica Leśna,Warsaw,RP,114,Unit,653,,
653-2,ulica Leśna,Warsaw,RP,87,Unit,653,,
653-3,ulica Leśna,Warsaw,RP,93,Unit,653,,
654-1,aleja Asnyka,Warsaw,RP,49,Unit,654,,
654-2,aleja Asnyka,Warsaw,RP,48,Unit,654,,
654-3,aleja Asnyka,Warsaw,RP,69,Unit,654,,
655-1,ulica Browarna,Warsaw,RP,35,Unit,655,,
655-2,ulica Browarna,Warsaw,RP,19,Unit,655,,
656-1,ulica Źródlana,Warsaw,RP,492,Unit,656,,
657-1,aleja Miarki,Warsaw,RP,20,Unit,657,,
657-2,aleja Miarki,Warsaw,RP,17,Unit,657,,
658-1,aleja Konstytucji 3 Maja,Warsaw,RP,90,Unit,658,,
658-2,aleja Konstytucji 3 Maja,Warsaw,RP,83,Unit,658,,
658-3,aleja Konstytucji 3 Maja,Warsaw,RP,82,Unit,658,,
659-1,pl. Rynek,Warsaw,RP,101,Unit,659,,
659-2,pl. Rynek,Warsaw,RP,104,Unit,659,,
659-3,pl. Rynek,Warsaw,RP,71,Unit,659,,
660-1,al. Stolarska,Warsaw,RP,53,Unit,660,,
660-2,al. Stolarska,Warsaw,RP,64,Unit,660,,
660-3,al. Stolarska,Warsaw,RP,70,Unit,660,,
661-1,ulica Kossaka,Warsaw,RP,96,Unit,661,,
662-1,al. Poznańska,Warsaw,RP,91,Unit,662,,
662-2,al. Poznańska,Warsaw,RP,87,Unit,662,,
662-3,al. Poznańska,Warsaw,RP,91,Unit,662,,
662-4,al. Poznańska,Warsaw,RP,84,Unit,662,,
663-1,ul. Podgórna,Warsaw,RP,71,Unit,663,,
663-2,ul. Podgórna,Warsaw,RP,81,Unit,663,,
663-3,ul. Podgórna,Warsaw,RP,47,Unit,663,,
664-1,aleja Jaśminowa,Warsaw,RP,403,Unit,664,,
664-2,aleja Jaśminowa,Warsaw,RP,411,Unit,664,,
664-3,aleja Jaśminowa,Warsaw,RP,385,Unit,664,,
664-4,aleja Jaśminowa,Warsaw,RP,410,Unit,664,,
665-1,aleja Cyprysowa,Warsaw,RP,1,Unit,665,,
665-2,aleja Cyprysowa,Warsaw,RP,13,Unit,665,,
666-1,ul. Wolności,Warsaw,RP,59,Unit,666,,
667-1,pl. Wilcza,Warsaw,RP,54,Unit,667,,
667-2,pl. Wilcza,Warsaw,RP,73,Unit,667,,
668-1,pl. Maczka,Warsaw,RP,68,Unit,668,,
668-2,pl. Maczka,Warsaw,RP,60,Unit,668,,
669-1,ul. Jesionowa,Warsaw,RP,724,Unit,669,,
669-2,ul. Jesionowa,Warsaw,RP,739,Unit,669,,
670-1,al. Toruńska,Warsaw,RP,78,Unit,670,,
670-2,al. Toruńska,Warsaw,RP,87,Unit,670,,
671-1,ulica Harcerska,Warsaw,RP,32,Unit,671,,
672-1,al. Wesoła,Warsaw,RP,97,Unit,672,,
673-1,ulica Wolności,Warsaw,RP,996,Unit,673,,
673-2,ulica Wolności,Warsaw,RP,988,Unit,673,,
673-3,ulica Wolności,Warsaw,RP,976,Unit,673,,
674-1,al. Lazurowa,Warsaw,RP,86,Unit,674,,
675-1,aleja Sucharskiego,Warsaw,RP,573,Unit,675,,
675-2,aleja Sucharskiego,Warsaw,RP,587,Unit,675,,
676-1,ulica Krasińskiego,Warsaw,RP,21,Unit,676,,
677-1,ul. Plater,Warsaw,RP,73,Unit,677,,
677-2,ul. Plater,Warsaw,RP,60,Unit,677,,
678-1,al. Wyspiańskiego,Warsaw,RP,88,Unit,678,,
679-1,ulica Stycznia,Warsaw,RP,9,Unit,679,,
680-1,ul. Krótka,Warsaw,RP,27,Unit,680,,
680-2,ul. Krótka,Warsaw,RP,18,Unit,680,,
680-3,ul. Krótka,Warsaw,RP,1,Unit,680,,
680-4,ul. Krótka,Warsaw,RP,13,Unit,680,,
681-1,pl. Kreta,Warsaw,RP,38,Unit,681,,
681-2,pl. Kreta,Warsaw,RP,51,Unit,681,,
682-1,ul. Pułaskiego,Warsaw,RP,748,Unit,682,,
682-2,ul. Pułaskiego,Warsaw,RP,752,Unit,682,,
682-3,ul. Pułaskiego,Warsaw,RP,757,Unit,682,,
683-1,aleja Bydgoska,Warsaw,RP,16,Unit,683,,
683-2,aleja Bydgoska,Warsaw,RP,16,Unit,683,,
684-1,pl. Miłosza,Warsaw,RP,738,Unit,684,,
684-2,pl. Miłosza,Warsaw,RP,740,Unit,684,,
685-1,ulica Konopnickiej,Warsaw,RP,23,Unit,685,,
685-2,ulica Konopnickiej,Warsaw,RP,15,Unit,685,,
686-1,plac Listopada,Warsaw,RP,560,Unit,686,,
687-1,aleja Krzywa,Warsaw,RP,16,Unit,687,,
688-1,ul. Ludowa,Warsaw,RP,59,Unit,688,,
688-2,ul. Ludowa,Warsaw,RP,51,Unit,688,,
688-3,ul. Ludowa,Warsaw,RP,54,Unit,688,,
689-1,al. Wyspiańskiego,Warsaw,RP,9,Unit,689,,
690-1,ulica Morska,Warsaw,RP,69,Unit,690,,
690-2,ulica Morska,Warsaw,RP,80,Unit,690,,
691-1,al. Klonowa,Warsaw,RP,80,Unit,691,,
691-2,al. Klonowa,Warsaw,RP,57,Unit,691,,
691-3,al. Klonowa,Warsaw,RP,58,Unit,691,,
692-1,plac Jesienna,Warsaw,RP,27,Unit,692,,
692-2,plac Jesienna,Warsaw,RP,4,Unit,692,,
692-3,plac Jesienna,Warsaw,RP,16,Unit,692,,
693-1,al. Północna,Warsaw,RP,24,Unit,693,,
694-1,ul. Cisowa,Warsaw,RP,10,Unit,694,,
694-2,ul. Cisowa,Warsaw,RP,31,Unit,694,,
694-3,ul. Cisowa,Warsaw,RP,19,Unit,694,,
695-1,ul. Kamienna,Warsaw,RP,100,Unit,695,,
695-2,ul. Kamienna,Warsaw,RP,97,Unit,695,,
696-1,al. Nowowiejska,Warsaw,RP,37,Unit,696,,
696-2,al. Nowowiejska,Warsaw,RP,16,Unit,696,,
697-1,ul. Szkolna,Warsaw,RP,64,Unit,697,,
697-2,ul. Szkolna,Warsaw,RP,77,Unit,697,,
697-3,ul. Szkolna,Warsaw,RP,65,Unit,697,,
697-4,ul. Szkolna,Warsaw,RP,65,Unit,697,,
698-1,al. Dąbrowskiego,Warsaw,RP,65,Unit,698,,
698-2,al. Dąbrowskiego,Warsaw,RP,81,Unit,698,,
699-1,pl. Staszica,Warsaw,RP,56,Unit,699,,
700-1,ulica Tuwima,Warsaw,RP,202,Unit,700,,
700-2,ulica Tuwima,Warsaw,RP,196,Unit,700,,
700-3,ulica Tuwima,Warsaw,RP,209,Unit,700,,
700-4,ulica Tuwima,Warsaw,RP,211,Unit,700,,
701-1,pl. Spółdzielcza,Warsaw,RP,163,Unit,701,,
701-2,pl. Spółdzielcza,Warsaw,RP,171,Unit,701,,
701-3,pl. Spółdzielcza,Warsaw,RP,160,Unit,701,,
702-1,plac Prusa,Warsaw,RP,111,Unit,702,,
702-2,plac Prusa,Warsaw,RP,80,Unit,702,,
702-3,plac Prusa,Warsaw,RP,98,Unit,702,,
703-1,ul. Miarki,Warsaw,RP,18,Unit,703,,
703-2,ul. Miarki,Warsaw,RP,0,Unit,703,,
703-3,ul. Miarki,Warsaw,RP,17,Unit,703,,
703-4,ul. Miarki,Warsaw,RP,11,Unit,703,,
704-1,pl. Bursztynowa,Warsaw,RP,4,Unit,704,,
704-2,pl. Bursztynowa,Warsaw,RP,9,Unit,704,,
705-1,al. Prusa,Warsaw,RP,55,Unit,705,,
705-2,al. Prusa,Warsaw,RP,80,Unit,705,,
705-3,al. Prusa,Warsaw,RP,70,Unit,705,,
705-4,al. Prusa,Warsaw,RP,68,Unit,705,,
706-1,ul. Pałacowa,Warsaw,RP,597,Unit,706,,
706-2,ul. Pałacowa,Warsaw,RP,621,Unit,706,,
707-1,al. Robotnicza,Warsaw,RP,79,Unit,707,,
707-2,al. Robotnicza,Warsaw,RP,54,Unit,707,,
707-3,al. Robotnicza,Warsaw,RP,54,Unit,707,,
707-4,al. Robotnicza,Warsaw,RP,80,Unit,707,,
708-1,ulica Spółdzielcza,Warsaw,RP,50,Unit,708,,
709-1,aleja Harcerska,Warsaw,RP,55,Unit,709,,
709-2,aleja Harcerska,Warsaw,RP,61,Unit,709,,
709-3,aleja Harcerska,Warsaw,RP,63,Unit,709,,
709-4,aleja Harcerska,Warsaw,RP,66,Unit,709,,
710-1,pl. Kazimierza Wielkiego,Warsaw,RP,13,Unit,710,,
711-1,ul. Leszczynowa,Warsaw,RP,365,Unit,711,,
712-1,aleja Tęczowa,Warsaw,RP,54,Unit,712,,
712-2,aleja Tęczowa,Warsaw,RP,43,Unit,712,,
713-1,pl. Kusocińskiego,Warsaw,RP,173,Unit,713,,
714-1,ul. Warszawska,Warsaw,RP,73,Unit,714,,
714-2,ul. Warszawska,Warsaw,RP,41,Unit,714,,
714-3,ul. Warszawska,Warsaw,RP,57,Unit,714,,
714-4,ul. Warszawska,Warsaw,RP,45,Unit,714,,
715-1,pl. Wiślana,Warsaw,RP,2,Unit,715,,
716-1,ul. Tuwima,Warsaw,RP,63,Unit,716,,
717-1,ul. Orkana,Warsaw,RP,49,Unit,717,,
717-2,ul. Orkana,Warsaw,RP,57,Unit,717,,
718-1,ul. Środkowa,Warsaw,RP,65,Unit,718,,
719-1,ul. Graniczna,Warsaw,RP,117,Unit,719,,
719-2,ul. Graniczna,Warsaw,RP,95,Unit,719,,
719-3,ul. Graniczna,Warsaw,RP,103,Unit,719,,
719-4,ul. Graniczna,Warsaw,RP,115,Unit,719,,
720-1,ul. Perłowa,Warsaw,RP,405,Unit,720,,
721-1,plac Gdańska,Warsaw,RP,11,Unit,721,,
721-2,plac Gdańska,Warsaw,RP,9,Unit,721,,
721-3,plac Gdańska,Warsaw,RP,8,Unit,721,,
722-1,ulica Kraszewskiego,Warsaw,RP,784,Unit,722,,
722-2,ulica Kraszewskiego,Warsaw,RP,791,Unit,722,,
723-1,pl. Morelowa,Warsaw,RP,701,Unit,723,,
723-2,pl. Morelowa,Warsaw,RP,708,Unit,723,,
724-1,ul. Podwale,Warsaw,RP,867,Unit,724,,
724-2,ul. Podwale,Warsaw,RP,871,Unit,724,,
724-3,ul. Podwale,Warsaw,RP,875,Unit,724,,
725-1,al. Żeromskiego,Warsaw,RP,768,Unit,725,,
726-1,pl. Strumykowa,Warsaw,RP,4,Unit,726,,
727-1,plac Norwida,Warsaw,RP,0,Unit,727,,
727-2,plac Norwida,Warsaw,RP,22,Unit,727,,
727-3,plac Norwida,Warsaw,RP,35,Unit,727,,
728-1,plac Sosnowa,Warsaw,RP,78,Unit,728,,
728-2,plac Sosnowa,Warsaw,RP,59,Unit,728,,
729-1,plac Królewska,Warsaw,RP,308,Unit,729,,
729-2,plac Królewska,Warsaw,RP,328,Unit,729,,
730-1,ul. Źródlana,Warsaw,RP,20,Unit,730,,
730-2,ul. Źródlana,Warsaw,RP,34,Unit,730,,
730-3,ul. Źródlana,Warsaw,RP,28,Unit,730,,
731-1,pl. Handlowa,Warsaw,RP,70,Unit,731,,
731-2,pl. Handlowa,Warsaw,RP,50,Unit,731,,
732-1,plac Stawowa,Warsaw,RP,54,Unit,732,,
733-1,al. Wyspiańskiego,Warsaw,RP,415,Unit,733,,
733-2,al. Wyspiańskiego,Warsaw,RP,411,Unit,733,,
734-1,aleja Akacjowa,Warsaw,RP,80,Unit,734,,
734-2,aleja Akacjowa,Warsaw,RP,67,Unit,734,,
735-1,al. Pszenna,Warsaw,RP,33,Unit,735,,
735-2,al. Pszenna,Warsaw,RP,20,Unit,735,,
735-3,al. Pszenna,Warsaw,RP,37,Unit,735,,
736-1,ul. Asnyka,Warsaw,RP,41,Unit,736,,
736-2,ul. Asnyka,Warsaw,RP,60,Unit,736,,
736-3,ul. Asnyka,Warsaw,RP,65,Unit,736,,
736-4,ul. Asnyka,Warsaw,RP,65,Unit,736,,
737-1,ulica Górska,Warsaw,RP,191,Unit,737,,
737-2,ulica Górska,Warsaw,RP,161,Unit,737,,
737-3,ulica Górska,Warsaw,RP,153,Unit,737,,
737-4,ulica Górska,Warsaw,RP,186,Unit,737,,
738-1,aleja Kusocińskiego,Warsaw,RP,9,Unit,738,,
738-2,aleja Kusocińskiego,Warsaw,RP,19,Unit,738,,
738-3,aleja Kusocińskiego,Warsaw,RP,17,Unit,738,,
739-1,ul. Fabryczna,Warsaw,RP,396,Unit,739,,
740-1,al. Poznańska,Warsaw,RP,139,Unit,740,,
741-1,plac Magnoliowa,Warsaw,RP,369,Unit,741,,
741-2,plac Magnoliowa,Warsaw,RP,370,Unit,741,,
742-1,ulica Myśliwska,Warsaw,RP,875,Unit,742,,
742-2,ulica Myśliwska,Warsaw,RP,897,Unit,742,,
742-3,ulica Myśliwska,Warsaw,RP,893,Unit,742,,
743-1,aleja Wczasowa,Warsaw,RP,50,Unit,743,,
743-2,aleja Wczasowa,Warsaw,RP,43,Unit,743,,
744-1,ulica Gajowa,Warsaw,RP,66,Unit,744,,
745-1,ulica Narutowicza,Warsaw,RP,328,Unit,745,,
746-1,ulica Wiosenna,Warsaw,RP,85,Unit,746,,
746-2,ulica Wiosenna,Warsaw,RP,86,Unit,746,,
747-1,plac Sawickiej,Warsaw,RP,83,Unit,747,,
747-2,plac Sawickiej,Warsaw,RP,84,Unit,747,,
748-1,aleja Jadwigi,Warsaw,RP,56,Unit,748,,
748-2,aleja Jadwigi,Warsaw,RP,52,Unit,748,,
748-3,aleja Jadwigi,Warsaw,RP,49,Unit,748,,
749-1,aleja Jana Pawła II,Warsaw,RP,24,Unit,749,,
749-2,aleja Jana Pawła II,Warsaw,RP,41,Unit,749,,
750-1,ulica Korczaka,Warsaw,RP,288,Unit,750,,
750-2,ulica Korczaka,Warsaw,RP,304,Unit,750,,
750-3,ulica Korczaka,Warsaw,RP,299,Unit,750,,
751-1,al. Wilcza,Warsaw,RP,590,Unit,751,,
752-1,ul. Głogowa,Warsaw,RP,81,Unit,752,,
752-2,ul. Głogowa,Warsaw,RP,93,Unit,752,,
752-3,ul. Głogowa,Warsaw,RP,61,Unit,752,,
753-1,plac Rynek,Warsaw,RP,368,Unit,753,,
753-2,plac Rynek,Warsaw,RP,369,Unit,753,,
754-1,pl. Ściegiennego,Warsaw,RP,92,Unit,754,,
754-2,pl. Ściegiennego,Warsaw,RP,90,Unit,754,,
754-3,pl. Ściegiennego,Warsaw,RP,77,Unit,754,,
754-4,pl. Ściegiennego,Warsaw,RP,80,Unit,754,,
755-1,pl. Bolesława Krzywoustego,Warsaw,RP,11,Unit,755,,
755-2,pl. Bolesława Krzywoustego,Warsaw,RP,11,Unit,755,,
756-1,aleja Stolarska,Warsaw,RP,32,Unit,756,,
756-2,aleja Stolarska,Warsaw,RP,8,Unit,756,,
756-3,aleja Stolarska,Warsaw,RP,35,Unit,756,,
756-4,aleja Stolarska,Warsaw,RP,27,Unit,756,,
757-1,plac Lubelska,Warsaw,RP,555,Unit,757,,
757-2,plac Lubelska,Warsaw,RP,557,Unit,757,,
758-1,aleja Głowackiego,Warsaw,RP,1008,Unit,758,,
758-2,aleja Głowackiego,Warsaw,RP,1012,Unit,758,,
758-3,aleja Głowackiego,Warsaw,RP,994,Unit,758,,
758-4,aleja Głowackiego,Warsaw,RP,1008,Unit,758,,
759-1,pl. Morska,Warsaw,RP,106,Unit,759,,
759-2,pl. Morska,Warsaw,RP,98,Unit,759,,
759-3,pl. Morska,Warsaw,RP,92,Unit,759,,
759-4,pl. Morska,Warsaw,RP,116,Unit,759,,
760-1,pl. Torowa,Warsaw,RP,2,Unit,760,,
